stu_id,variable,Who am I?,code,valence
stu_ECYEC76336,TST Respose 6,I speak another language,22.0,bilingual
stu_CPAQO78519,TST Respose 13,I am a story lover,24.0,positive
stu_ANAWT41929,TST Respose 7,I love xbox,28.0,positive
stu_ANAWT41929,TST Respose 7,I love xbox,24.0,positive
stu_YBWGX96937,TST Respose 13,i like to see my friand,31.0,positive
stu_YBWGX96937,TST Respose 13,i like to see my friand,10.0,positive
stu_YBWGX96937,TST Respose 13,i like to see my friand,24.0,positive
stu_XHGVP79664,TST Respose 11,I have a dog,32.0,none
stu_FSPCV10901,TST Respose 4,I love math.,25.0,positive
stu_FSPCV10901,TST Respose 4,I love math.,24.0,positive
stu_DUOEM76163,TST Respose 18,I'm afraid of being buried alive,24.0,negative
stu_QQMSX84242,TST Respose 8,a soon to be saxophonist,31.0,neutral
stu_XHPVX80161,TST Respose 6,i am a fortnite sweat,28.0,positive
stu_CNIFN64507,TST Respose 20,im a black girl,6.0,black
stu_CNIFN64507,TST Respose 20,im a black girl,2.0,girl
stu_SJNFF34466,TST Respose 4,half Spainard and Cabo Verde and American,7.0,spanish/cabo verdean/american
stu_QZOUO83023,TST Respose 6,i am somewhat rude,44.0,negative
stu_QACJQ31561,TST Respose 1,i'm a student,14.0,neutral
stu_IKUOQ66846,TST Respose 9,honest,40.0,positive
stu_EHYTZ32137,TST Respose 18,i wanna travel the world,33.0,positive
stu_NZWIU92234,TST Respose 2,i am 11 years old,4.0,11
stu_OIYXZ27717,TST Respose 9,I am someone who likes to hangout with my friends,31.0,positive
stu_OIYXZ27717,TST Respose 9,I am someone who likes to hangout with my friends,10.0,positive
stu_OIYXZ27717,TST Respose 9,I am someone who likes to hangout with my friends,24.0,positive
stu_FWPPR22255,TST Respose 11,i am [FIRST NAME],5.0,none
stu_TYPZX10676,TST Respose 12,i like when they have multiple examples.,47.0,positive
stu_WDDQQ92015,TST Respose 12,i am a student,14.0,neutral
stu_PUNZK45438,TST Respose 6,I like cheese pizza,24.0,positive
stu_QCKDZ64012,TST Respose 1,Im cape verden,7.0,cape verdean
stu_DJCZE13885,TST Respose 17,I like music.,24.0,positive
stu_PSHZT50501,TST Respose 12,I am a nice person,44.0,positive
stu_PSHZT50501,TST Respose 12,I am a nice person,21.0,none
stu_QZOUO83023,TST Respose 4,my fav color is blue,24.0,positive
stu_WQGUY90279,TST Respose 16,I love being alone,45.0,positive
stu_WQGUY90279,TST Respose 16,I love being alone,24.0,positive
stu_TYPZX10676,TST Respose 20,i love to listen to my type of music.,26.0,positive
stu_TYPZX10676,TST Respose 20,i love to listen to my type of music.,24.0,positive
stu_TSQUQ54202,TST Respose 13,I speak Creole.,25.0,neutral
stu_TSQUQ54202,TST Respose 13,I speak Creole.,22.0,creolespeaker
stu_WZRKM29688,TST Respose 14,i like hazbin hotel,24.0,positive
stu_SIWRL23181,TST Respose 12,i am happy,45.0,positive
stu_UTXBZ05806,TST Respose 11,i am someone who goes out with family,31.0,neutral
stu_UTXBZ05806,TST Respose 11,i am someone who goes out with family,12.0,neutral
stu_WTRMC77187,TST Respose 7,I mostly do space games,28.0,neutral
stu_CPVXX19825,TST Respose 8,I like Nike shoes,30.0,positive
stu_CPVXX19825,TST Respose 8,I like Nike shoes,24.0,positive
stu_KOIIB68446,TST Respose 2,I am someone who likes soccer,29.0,positive
stu_KOIIB68446,TST Respose 2,I am someone who likes soccer,24.0,positive
stu_EUIXK95276,TST Respose 7,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",31.0,positive
stu_EUIXK95276,TST Respose 7,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",14.0,neutral
stu_EUIXK95276,TST Respose 7,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",24.0,positive
stu_EUIXK95276,TST Respose 7,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",26.0,positive
stu_EUIXK95276,TST Respose 7,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",29.0,positive
stu_QPHPK12517,TST Respose 16,best madden player,28.0,positive
stu_HEPWQ98561,TST Respose 3,"i am talented,",43.0,positive
stu_RDOVU20570,TST Respose 13,I am a kind person,44.0,positive
stu_RDOVU20570,TST Respose 13,I am a kind person,21.0,none
stu_OCRTY88035,TST Respose 13,I am someone that loves my mom,12.0,positive
stu_IGLSS89625,TST Respose 1,i like school,24.0,positive
stu_IGLSS89625,TST Respose 1,i like school,14.0,positive
stu_AHWRN95528,TST Respose 16,I am someone who likes going to the pool,31.0,positive
stu_AHWRN95528,TST Respose 16,I am someone who likes going to the pool,24.0,positive
stu_MYCLF44200,TST Respose 1,I play football.,29.0,neutral
stu_WEADW20158,TST Respose 19,i like playing roblox with my friends,27.0,positive
stu_WEADW20158,TST Respose 19,i like playing roblox with my friends,10.0,positive
stu_WEADW20158,TST Respose 19,i like playing roblox with my friends,24.0,positive
stu_FNVBP19615,TST Respose 17,I tend to get uncomfortable around certain boys at my school.,45.0,negative
stu_FNVBP19615,TST Respose 17,I tend to get uncomfortable around certain boys at my school.,14.0,negative
stu_FWPPR22255,TST Respose 10,I have parents,12.0,neutral
stu_WYTLH51489,TST Respose 3,I like to dance,26.0,positive
stu_WYTLH51489,TST Respose 3,I like to dance,24.0,positive
stu_UYUIH18635,TST Respose 4,I play an instrument,26.0,neutral
stu_HBPKA70291,TST Respose 20,pet owner,32.0,none
stu_HLKZL24322,TST Respose 4,a third oldest,12.0,neutral
stu_QOGPO20181,TST Respose 4,l'm tall,35.0,neutral
stu_QPHPK12517,TST Respose 2,male,1.0,male
stu_ZQMQQ26810,TST Respose 16,i love shoes,30.0,positive
stu_ZQMQQ26810,TST Respose 16,i love shoes,24.0,positive
stu_JUQPD47363,TST Respose 16,I am excited for summer.,47.0,positive
stu_QEGJI54214,TST Respose 6,i am a pizza lover,24.0,positive
stu_JUQPD47363,TST Respose 1,I am a 7th grade Honors student.,22.0,7thgrade
stu_JUQPD47363,TST Respose 1,I am a 7th grade Honors student.,4.0,7thgrade
stu_JUQPD47363,TST Respose 1,I am a 7th grade Honors student.,14.0,positive
stu_OAZKI17777,TST Respose 10,[LETTER OF NAME],5.0,none
stu_NRKZA72454,TST Respose 3,I am African-American.,6.0,african-american
stu_JOKOV89559,TST Respose 9,I am someone who loves taking care of little kids,44.0,positive
stu_JOKOV89559,TST Respose 9,I am someone who loves taking care of little kids,24.0,positive
stu_JOKOV89559,TST Respose 9,I am someone who loves taking care of little kids,31.0,positive
stu_EUWJA76858,TST Respose 7,I like sports.,29.0,positive
stu_EUWJA76858,TST Respose 7,I like sports.,24.0,positive
stu_QCKDZ64012,TST Respose 20,im a boy,2.0,boy
stu_BDAZF88230,TST Respose 8,I am a role model to my youngest cousins,40.0,positive
stu_BDAZF88230,TST Respose 8,I am a role model to my youngest cousins,12.0,positive
stu_DJCZE13885,TST Respose 3,I speak two languages; English and Haitian Creole.,25.0,neutral
stu_DJCZE13885,TST Respose 3,I speak two languages; English and Haitian Creole.,22.0,englishspeakerandcreolespeaker
stu_WBAVA84528,TST Respose 19,l like five guys milkshakes the oreo ones,24.0,positive
stu_IGLSS89625,TST Respose 5,i like teacher,24.0,positive
stu_IGLSS89625,TST Respose 5,i like teacher,14.0,positive
stu_SELBD60428,TST Respose 12,student,14.0,neutral
stu_UAFAK64772,TST Respose 7,nice,44.0,positive
stu_NWRRC44615,TST Respose 12,i like sleeping,31.0,positive
stu_NWRRC44615,TST Respose 12,i like sleeping,24.0,positive
stu_FNVBP19615,TST Respose 9,I am in pain most of the time. (physical),36.0,negative
stu_RDOVU20570,TST Respose 20,i am a homebody.,45.0,neutral
stu_EHYTZ32137,TST Respose 7,i'm kind,44.0,positive
stu_PSHZT50501,TST Respose 19,I enjoy watching TV,31.0,positive
stu_PSHZT50501,TST Respose 19,I enjoy watching TV,24.0,positive
stu_UEVQJ25414,TST Respose 18,im the best dressed,46.0,positive
stu_YBWGX96937,TST Respose 14,not like math,25.0,negative
stu_YBWGX96937,TST Respose 14,not like math,24.0,negative
stu_FSPCV10901,TST Respose 14,I like to go outside.,31.0,positive
stu_FSPCV10901,TST Respose 14,I like to go outside.,24.0,positive
stu_LNFOE66635,TST Respose 1,funny,46.0,positive
stu_MXNSF14478,TST Respose 15,I try my hardest,41.0,positive
stu_HVWUJ52450,TST Respose 13,i hate fish,24.0,negative
stu_EXNUN73314,TST Respose 1,I am Brazilian,7.0,brazilian
stu_MMZHT88458,TST Respose 4,i speak english,25.0,neutral
stu_MMZHT88458,TST Respose 4,i speak english,22.0,englishspeaker
stu_VTRUH97046,TST Respose 20,My favorite colors are red and black.,24.0,positive
stu_WEADW20158,TST Respose 4,i do swmming,29.0,neutral
stu_KCRZD23226,TST Respose 12,I like to know what I am doing at school,24.0,positive
stu_KCRZD23226,TST Respose 12,I like to know what I am doing at school,14.0,positive
stu_UTXBZ05806,TST Respose 8,i am someone who's birthday that is at [DATE],22.0,[birth month]
stu_DKGHS98193,TST Respose 18,i like to netflix nd chill,31.0,positive
stu_DKGHS98193,TST Respose 18,i like to netflix nd chill,24.0,positive
stu_AQNHF52456,TST Respose 19,presentable,43.0,positive
stu_CJHBB29429,TST Respose 7,i am a person that likes the NBA,24.0,positive
stu_PSHZT50501,TST Respose 17,I am a music-lover,26.0,positive
stu_PSHZT50501,TST Respose 17,I am a music-lover,24.0,positive
stu_MRIWT64391,TST Respose 5,a hyperactive kid,45.0,neutral
stu_MRIWT64391,TST Respose 5,a hyperactive kid,4.0,child
stu_MRIWT64391,TST Respose 5,a hyperactive kid,22.0,child
stu_ANQAT24428,TST Respose 5,a good friend,10.0,positive
stu_VSSOO37726,TST Respose 2,I like gym,24.0,positive
stu_VSSOO37726,TST Respose 2,I like gym,14.0,positive
stu_NJZBY59884,TST Respose 11,i like money,34.0,positive
stu_NJZBY59884,TST Respose 11,i like money,24.0,positive
stu_LJAAE92948,TST Respose 11,I like to play sports,29.0,positive
stu_LJAAE92948,TST Respose 11,I like to play sports,24.0,positive
stu_DKGHS98193,TST Respose 12,i love my old sckool,24.0,positive
stu_DKGHS98193,TST Respose 12,i love my old sckool,14.0,positive
stu_KCDEU07486,TST Respose 12,I'm sometimes friendly,44.0,positive
stu_XHGVP79664,TST Respose 2,A band student,26.0,neutral
stu_XHGVP79664,TST Respose 2,A band student,14.0,neutral
stu_OFWAG94272,TST Respose 9,I also enjoy to play video games,28.0,positive
stu_OFWAG94272,TST Respose 9,I also enjoy to play video games,24.0,positive
stu_CWJCN88700,TST Respose 18,I am learning math,25.0,neutral
stu_WZRKM29688,TST Respose 19,i like pokemon,24.0,positive
stu_UAFAK64772,TST Respose 20,Libra,22.0,libra
stu_QQAHK93946,TST Respose 17,I am accidentprone,43.0,negative
stu_RDPGG44681,TST Respose 14,I am always trying to get good grades,14.0,positive
stu_KFYJM61476,TST Respose 6,I have straight hair.,35.0,neutral
stu_WAWDW95831,TST Respose 12,I am a human.,21.0,none
stu_LTSJK02079,TST Respose 7,I am smart,43.0,positive
stu_LTSJK02079,TST Respose 7,I am smart,25.0,positive
stu_ANQAT24428,TST Respose 6,a confident person,45.0,positive
stu_ANQAT24428,TST Respose 6,a confident person,43.0,positive
stu_XSQUV53095,TST Respose 1,I AM [FIRST LAST NAME] THE CHILD OF MY FATHER AND MOTHER,12.0,neutral
stu_XSQUV53095,TST Respose 1,I AM [FIRST LAST NAME] THE CHILD OF MY FATHER AND MOTHER,5.0,none
stu_ZYUDW82089,TST Respose 15,i am a six grader,22.0,6thgrade
stu_ZYUDW82089,TST Respose 15,i am a six grader,4.0,6thgrade
stu_ZYUDW82089,TST Respose 15,i am a six grader,14.0,neutral
stu_SJNFF34466,TST Respose 6,born in America meant to be born in Spain,8.0,american
stu_EXNUN73314,TST Respose 10,I am a girl,2.0,girl
stu_IIOVZ06372,TST Respose 15,I like food,24.0,positive
stu_PKXZK94759,TST Respose 14,I love Afflicton style,24.0,positive
stu_MKEGQ97127,TST Respose 1,I'm [FIRST NAME],5.0,none
stu_ANAWT41929,TST Respose 12,My favorite movie is friday,24.0,positive
stu_SULZI60933,TST Respose 4,i like boly boll,29.0,positive
stu_SULZI60933,TST Respose 4,i like boly boll,24.0,positive
stu_RDOVU20570,TST Respose 6,I am a dancer,26.0,neutral
stu_NJZBY59884,TST Respose 9,i like ELA,25.0,positive
stu_NJZBY59884,TST Respose 9,i like ELA,24.0,positive
stu_SAOLH99639,TST Respose 15,im cool,46.0,positive
stu_TDURA35752,TST Respose 17,I like gaming,28.0,positive
stu_TDURA35752,TST Respose 17,I like gaming,24.0,positive
stu_NWVEW24693,TST Respose 7,i love amazon,24.0,positive
stu_QCKDZ64012,TST Respose 10,i love fries,24.0,positive
stu_MXNSB23169,TST Respose 13,I play fortnite.,28.0,neutral
stu_HMQRZ27503,TST Respose 14,I am from hati,7.0,haitian
stu_GXIYC47970,TST Respose 19,i am a chines food lover,24.0,positive
stu_HBPKA70291,TST Respose 16,love my mom,12.0,positive
stu_GCHCS91000,TST Respose 17,i am a cool peronn and im a dinasour,48.0,none
stu_GCHCS91000,TST Respose 17,i am a cool peronn and im a dinasour,21.0,none
stu_GCHCS91000,TST Respose 17,i am a cool peronn and im a dinasour,46.0,positive
stu_JOVOI38701,TST Respose 17,I am someone who likes cheesecake.,24.0,positive
stu_RUBQU39803,TST Respose 8,i am a feem for roblox,28.0,positive
stu_PFDTL78462,TST Respose 2,I don't really like math.,25.0,negative
stu_PFDTL78462,TST Respose 2,I don't really like math.,24.0,negative
stu_XXEBH66449,TST Respose 1,I am a student,14.0,neutral
stu_LTSJK02079,TST Respose 10,I like games,31.0,positive
stu_LTSJK02079,TST Respose 10,I like games,24.0,positive
stu_OCRTY88035,TST Respose 1,I am someone how likes track.,29.0,positive
stu_OCRTY88035,TST Respose 1,I am someone how likes track.,24.0,positive
stu_KWMWG76590,TST Respose 20,and i make everyone feel nice inside,44.0,positive
stu_MYCLF44200,TST Respose 15,I believe duke dennis was born when abraham lincon died.,48.0,none
stu_MMNSJ38829,TST Respose 5,I like to sleep.,31.0,positive
stu_MMNSJ38829,TST Respose 5,I like to sleep.,24.0,positive
stu_HMQRZ27503,TST Respose 17,I am friendly,44.0,positive
stu_CULOH75877,TST Respose 7,I am nice,44.0,positive
stu_ROXAU39801,TST Respose 20,I am cool,46.0,positive
stu_QHOON52054,TST Respose 8,I am good at school academics,14.0,positive
stu_JOVOI38701,TST Respose 5,I am someone who likes summer.,24.0,positive
stu_LVOOZ80056,TST Respose 14,I am a runner.,29.0,neutral
stu_FQEST23326,TST Respose 12,a aunties girl,12.0,neutral
stu_FQEST23326,TST Respose 12,a aunties girl,2.0,girl
stu_HXXCS05602,TST Respose 11,i'm brave,41.0,positive
stu_RSKDK68207,TST Respose 7,I like drawing.,26.0,positive
stu_RSKDK68207,TST Respose 7,I like drawing.,24.0,positive
stu_TYPZX10676,TST Respose 6,"I like when they tell me the quantity of time i was in it,",47.0,positive
stu_TYPZX10676,TST Respose 6,"I like when they tell me the quantity of time i was in it,",24.0,positive
stu_KFYJM61476,TST Respose 9,I like to wear leggings.,30.0,positive
stu_KFYJM61476,TST Respose 9,I like to wear leggings.,24.0,positive
stu_SJXEZ38047,TST Respose 3,I wanna do track,29.0,neutral
stu_YSQPA55709,TST Respose 8,im a male,1.0,male
stu_QCKDZ64012,TST Respose 9,i love mac n cheese,24.0,positive
stu_RSKDK68207,TST Respose 20,I love my African family.,24.0,positive
stu_RSKDK68207,TST Respose 20,I love my African family.,12.0,positive
stu_NJZBY59884,TST Respose 18,i want to go back to new york,33.0,none
stu_CPVXX19825,TST Respose 15,I play football for [SCHOOL],29.0,neutral
stu_FQEST23326,TST Respose 18,I love my parents,24.0,positive
stu_FQEST23326,TST Respose 18,I love my parents,12.0,positive
stu_WBAVA84528,TST Respose 5,i like Popsicles,24.0,positive
stu_GXMFA19655,TST Respose 12,i am an artist,26.0,neutral
stu_NWVEW24693,TST Respose 9,im shy,44.0,neutral
stu_ROXAU39801,TST Respose 4,I am a son,12.0,neutral
stu_ROXAU39801,TST Respose 4,I am a son,2.0,boy
stu_DERZZ01872,TST Respose 16,I like anything math related,25.0,positive
stu_DERZZ01872,TST Respose 16,I like anything math related,24.0,positive
stu_XCKNQ66212,TST Respose 20,im the youngest child,22.0,youngestchild
stu_XCKNQ66212,TST Respose 20,im the youngest child,12.0,neutral
stu_SELBD60428,TST Respose 14,student,14.0,neutral
stu_FHADA27602,TST Respose 16,i speak cape verdan creole.,25.0,neutral
stu_FHADA27602,TST Respose 16,i speak cape verdan creole.,22.0,capeverdeancreolespeaker
stu_CWJCN88700,TST Respose 6,Im black,6.0,black
stu_PNNIR08301,TST Respose 17,I am a strait A student,14.0,positive
stu_WXAMH04104,TST Respose 9,i like math,25.0,positive
stu_WXAMH04104,TST Respose 9,i like math,24.0,positive
stu_VENGZ10475,TST Respose 18,Lazy,41.0,negative
stu_PNNIR08301,TST Respose 19,I make money.,34.0,positive
stu_PNNIR08301,TST Respose 19,I make money.,13.0,positive
stu_SELBD60428,TST Respose 4,[FIRST LAST NAME],5.0,none
stu_SJXEZ38047,TST Respose 8,I like to swim,29.0,positive
stu_SJXEZ38047,TST Respose 8,I like to swim,24.0,positive
stu_IDHIE84911,TST Respose 3,am smart,43.0,positive
stu_IDHIE84911,TST Respose 3,am smart,25.0,positive
stu_QPHPK12517,TST Respose 15,best 2k player,28.0,positive
stu_PFDTL78462,TST Respose 9,"I am from a huge family, on both sides.",12.0,neutral
stu_CDGKD03653,TST Respose 7,i love my mom,24.0,positive
stu_CDGKD03653,TST Respose 7,i love my mom,12.0,positive
stu_OQLOS45541,TST Respose 11,I'm from an immigrant family.,12.0,neutral
stu_OQLOS45541,TST Respose 11,I'm from an immigrant family.,7.0,immigrant
stu_FASQN45304,TST Respose 20,I am someone who is kind.,44.0,positive
stu_KOUYR40301,TST Respose 16,i like takis,24.0,positive
stu_WEADW20158,TST Respose 5,i have 1 cat,32.0,none
stu_UJNMI16598,TST Respose 18,Sisters sister,12.0,neutral
stu_UJNMI16598,TST Respose 18,Sisters sister,2.0,girl
stu_EXNUN73314,TST Respose 7,I am a writer,25.0,neutral
stu_DUOEM76163,TST Respose 2,my favorite subject is math,14.0,positive
stu_FWPPR22255,TST Respose 14,I like tv,24.0,positive
stu_TRKWP48352,TST Respose 5,I am a person who likes to where crocs,30.0,positive
stu_TRKWP48352,TST Respose 5,I am a person who likes to where crocs,24.0,positive
stu_CWJCN88700,TST Respose 15,I am a student,14.0,neutral
stu_QQAHK93946,TST Respose 13,I like spicy food,24.0,positive
stu_ANQAT24428,TST Respose 15,my birthday is [DATE],22.0,[birth month]
stu_RUBQU39803,TST Respose 10,i am balck,6.0,black
stu_PSHZT50501,TST Respose 2,I am a man,2.0,man
stu_WEADW20158,TST Respose 6,i like playing games,31.0,positive
stu_WEADW20158,TST Respose 6,i like playing games,24.0,positive
stu_KOIIB68446,TST Respose 9,I like funky socks....,30.0,positive
stu_KOIIB68446,TST Respose 9,I like funky socks....,24.0,positive
stu_VNSDU81090,TST Respose 6,im Ecuadorian,7.0,ecuadorian
stu_FWPPR22255,TST Respose 15,I am [FIRST NAME],5.0,none
stu_QQMSX84242,TST Respose 2,a band kid,26.0,neutral
stu_QQMSX84242,TST Respose 2,a band kid,4.0,child
stu_QQMSX84242,TST Respose 2,a band kid,22.0,bandkid
stu_VGJIS59600,TST Respose 14,I am a Hufflepuff,21.0,hufflepuff
stu_ZARRQ26344,TST Respose 20,im the worst sister ever,12.0,negative
stu_ZARRQ26344,TST Respose 20,im the worst sister ever,2.0,girl
stu_YPZIM54297,TST Respose 2,I am the middle child,22.0,middlechild
stu_YPZIM54297,TST Respose 2,I am the middle child,12.0,neutral
stu_VKCWY07846,TST Respose 18,im 4'11,35.0,neutral
stu_JPMJO86637,TST Respose 17,i like Haitian Stew Chicken.,24.0,positive
stu_NKHRJ04957,TST Respose 11,I dont like ice cream,24.0,negative
stu_IGWBR81023,TST Respose 1,i am a girl,2.0,girl
stu_MYCLF44200,TST Respose 16,I want to go d1.,13.0,positive
